,P
4212,2177.345222
4212.5,2208.20548
4213,2218.009752
4213.5,2207.972232
4214,2186.308943
4214.5,2163.004547
4215,2144.926505
4215.5,2134.227149
4216,2130.061913
4216.5,2131.418265
4217,2138.320434
4217.5,2149.499271
4218,2159.943997
4218.5,2163.043032
4219,2157.570311
4219.5,2151.108605
4220,2153.481941
4220.5,2166.501456
4221,2181.17337
4221.5,2187.068813
4222,2181.824379
4222.5,2171.640143
4223,2164.330665
4223.5,2163.7185
4224,2170.129665
4224.5,2182.445222
4225,2199.642985
4225.5,2219.723983
4226,2239.03426
4226.5,2252.467187
4227,2256.008624
4227.5,2249.923478
4228,2238.683441
4228.5,2227.991357
4229,2220.303639
4229.5,2213.635244
4230,2203.016393
4230.5,2182.268289
4231,2145.199189
4231.5,2088.088854
4232,2014.26748
4232.5,1934.376041
4233,1859.631097
4233.5,1793.471178
4234,1730.45831
4234.5,1664.364033
4235,1595.565841
4235.5,1530.972483
4236,1477.030505
4236.5,1434.641947
4237,1399.162273
4237.5,1363.024082
4238,1320.85065
4238.5,1272.200477
4239,1220.815119
4239.5,1170.277453
4240,1123.002537
4240.5,1084.698895
4241,1066.901523
4241.5,1078.92153
4242,1113.885587
4242.5,1148.968176
4243,1162.087552
4243.5,1147.485195
4244,1116.240878
4244.5,1083.839284
4245,1056.518653
4245.5,1027.670263
4246,986.1383623
4246.5,927.147472
4247,856.9182686
4247.5,788.7366994
4248,733.3587307
4248.5,692.5374253
4249,661.8929693
4249.5,638.3718275
4250,622.942255
4250.5,616.0628824
4251,611.5580362
4251.5,596.3121627
4252,557.5021394
4252.5,493.5050324
4253,419.3120097
4253.5,359.9589165
4254,335.3473966
4254.5,348.4955945
4255,387.0116129
4255.5,434.7463681
4256,482.7719354
4256.5,532.5036292
4257,592.0803745
4257.5,668.895608
4258,763.19052
4258.5,867.9807246
4259,973.5499339
4259.5,1071.684218
4260,1158.110676
4260.5,1234.635829
4261,1310.058184
4261.5,1396.692786
4262,1502.327557
4262.5,1622.575893
4263,1742.311864
4263.5,1845.703597
4264,1925.922724
4264.5,1987.189186
4265,2039.341462
4265.5,2090.077594
4266,2140.107496
4266.5,2184.422012
4267,2217.235408
4267.5,2235.81186
4268,2240.982304
4268.5,2235.089377
4269,2220.161694
4269.5,2198.472627
4270,2173.816333
4270.5,2150.784814
4271,2131.670007
4271.5,2115.304091
4272,2099.38423
4272.5,2083.568243
4273,2070.174059
4273.5,2061.796647
4274,2059.003963
4274.5,2060.173063
4275,2063.711481
4275.5,2069.737893
4276,2079.567411
4276.5,2093.113141
4277,2106.568287
4277.5,2114.305438
4278,2113.585998
4278.5,2107.348186
4279,2100.991605
4279.5,2096.122825
4280,2088.950495
4280.5,2075.739986
4281,2059.938274
4281.494737,2051.44796
4281.989474,2058.499622
4282.484211,2080.600715
4282.978947,2110.036992
4283.473684,2139.458875
4283.968421,2166.273653
4284.463158,2191.180109
4284.957895,2213.986953
4285.452632,2232.186876
4285.947368,2242.912083
4286.442105,2246.004046
4286.936842,2245.27041
4287.431579,2246.029673
4287.926316,2250.871244
4288.421053,2257.465395
4288.915789,2261.202638
4289.410526,2259.137308
4289.905263,2250.479168
4290.4,2234.144869
4290.894737,2207.592729
4291.389474,2170.120391
4291.884211,2126.9193
4292.378947,2088.413931
4292.873684,2063.357831
4293.368421,2051.991635
4293.863158,2046.349617
4294.357895,2036.74366
4294.852632,2018.192491
4295.347368,1990.824751
4295.842105,1954.919487
4296.336842,1907.174677
4296.831579,1843.966291
4297.326316,1768.356121
4297.821053,1693.294757
4298.315789,1636.279247
4298.810526,1609.522595
4299.305263,1614.479597
4299.8,1645.840789
4300.294737,1697.100628
4300.789474,1759.787557
4301.284211,1821.455214
4301.778947,1867.831528
4302.273684,1889.930925
4302.768421,1889.446919
4303.263158,1877.08878
4303.757895,1864.274315
4304.252632,1856.290915
4304.747368,1853.3334
4305.242105,1855.972833
4305.736842,1868.89321
4306.231579,1897.720004
4306.726316,1942.04833
4307.221053,1993.595861
4307.715789,2041.648682
4308.210526,2079.772942
4308.705263,2107.426078
4309.2,2127.124091
4309.694737,2140.069542
4310.189474,2144.39275
4310.684211,2138.302098
4311.178947,2123.585947
4311.673684,2106.244529
4312.168421,2091.187681
4312.663158,2077.339717
4313.157895,2060.243319
4313.652632,2040.174926
4314.147368,2025.963603
4314.642105,2027.804672
4315.136842,2047.286399
4315.631579,2074.728326
4316.126316,2096.756462
4316.621053,2104.879619
4317.115789,2098.745036
4317.610526,2084.222259
4318.105263,2068.013911
4318.6,2053.590042
4319.094737,2040.902857
4319.589474,2029.45753
4320.084211,2020.921953
4320.578947,2018.216754
4321.073684,2022.616131
4321.568421,2032.479394
4322.063158,2046.208036
4322.557895,2064.462327
4323.052632,2088.033808
4323.547368,2114.04967
4324.042105,2134.678895
4324.536842,2140.432677
4325.031579,2125.049044
4325.526316,2090.862586
4326.021053,2050.567569
4326.515789,2021.633558
4327.010526,2011.373491
4327.505263,2006.501842
4328,1983.91272
4328.494737,1932.324631
4328.989474,1864.336625
4329.484211,1806.831766
4329.978947,1779.085769
4330.473684,1780.064428
4330.968421,1796.61929
4331.463158,1818.136664
4331.957895,1840.864828
4332.452632,1864.648064
4332.947368,1888.867931
4333.442105,1912.202039
4333.936842,1934.564908
4334.431579,1958.39464
4334.926316,1988.502065
4335.421053,2027.458561
4335.915789,2070.505189
4336.410526,2105.759066
4336.905263,2124.780527
4337.4,2133.912164
4337.894737,2151.382783
4338.389474,2190.464771
4338.884211,2244.845365
4339.378947,2295.795729
4339.873684,2330.293535
4340.368421,2349.562394
4340.863158,2362.042553
4341.357895,2372.106136
4341.852632,2378.057479
4342.347368,2377.7985
4342.842105,2373.976691
4343.336842,2371.703885
4343.831579,2372.705081
4344.326316,2373.978165
4344.821053,2372.462951
4345.315789,2370.942037
4345.810526,2378.077168
4346.305263,2402.472675
4346.8,2445.389475
4347.294737,2498.744401
4347.789474,2550.443384
4348.284211,2591.401681
4348.778947,2619.100095
4349.273684,2635.164
4349.768421,2641.51623
4350.263158,2639.080428
4350.757895,2630.106002
4351.252632,2620.290191
4351.747368,2616.133478
4352.242105,2619.479436
4352.736842,2625.156899
4353.231579,2625.418096
4353.726316,2616.931358
4354.221053,2603.944705
4354.715789,2594.381526
4355.210526,2592.315955
4355.705263,2594.453291
4356.2,2594.460908
4356.694737,2589.88185
4357.189474,2583.797225
4357.684211,2579.616748
4358.178947,2575.773037
4358.673684,2566.53843
4359.168421,2548.574334
4359.663158,2525.301915
4360.157895,2502.944499
4360.652632,2482.261744
4361.147368,2455.71227
4361.642105,2414.873379
4362.136842,2360.155719
4362.631579,2302.89867
4363.126316,2257.286607
4363.621053,2230.261082
4364.115789,2219.009357
4364.610526,2215.68453
4365.105263,2213.143975
4365.6,2207.653828
4366.094737,2198.77306
4366.589474,2187.789982
4367.084211,2176.132341
4367.578947,2165.08712
4368.073684,2155.59994
4368.568421,2147.70776
4369.063158,2139.782259
4369.557895,2129.132054
4370.052632,2115.697857
4370.547368,2105.563875
4371.042105,2109.841002
4371.536842,2136.856448
4372.031579,2184.364524
4372.526316,2239.852477
4373.021053,2289.852933
4373.515789,2328.115295
4374.010526,2354.977567
4374.505263,2372.360605
4375,2381.070608
4375.5,2382.350007
4376,2379.204801
4376.5,2374.096075
4377,2364.690746
4377.5,2343.894514
4378,2306.625843
4378.5,2257.432929
4379,2211.05652
4379.5,2183.761043
4380,2182.406014
4380.5,2200.979403
4381,2226.300692
4381.5,2245.987076
4382,2253.20073
4382.5,2248.015036
4383,2234.906298
4383.5,2217.752228
4384,2197.192428
4384.5,2173.344651
4385,2149.902602
4385.5,2133.142245
4386,2127.014861
4386.5,2130.916099
4387,2143.879916
4387.5,2168.584706
4388,2208.337325
4388.5,2259.435613
4389,2309.122184
4389.5,2342.248806
4390,2349.024579
4390.5,2329.059434
4391,2291.121849
4391.5,2250.345505
4392,2222.245157
4392.5,2215.613856
4393,2229.154007
4393.5,2254.878901
4394,2284.65369
4394.5,2312.92444
4395,2336.084323
4395.5,2352.017802
4396,2360.926036
4396.5,2365.737526
4397,2369.435075
4397.5,2372.596672
4398,2373.73207
4398.5,2372.496664
4399,2371.995387
4399.5,2377.483166
4400,2394.05314
4400.5,2423.946522
4401,2464.96024
4401.5,2509.500294
4402,2547.237318
4402.5,2570.533913
4403,2578.151359
4403.5,2574.535087
4404,2565.427993
4404.5,2554.963926
4405,2545.872785
4405.5,2540.913747
4406,2542.295905
4406.5,2549.365499
4407,2559.237399
4407.5,2570.080273
4408,2582.900916
4408.5,2598.672802
4409,2613.291587
4409.5,2617.617717
4410,2603.502295
4410.5,2570.60487
4411,2527.168226
4411.5,2484.863587
4412,2450.594982
4412.5,2421.940609
4413,2391.25276
4413.5,2354.21529
4414,2314.963287
4414.5,2282.35637
4415,2259.447261
4415.5,2239.620965
4416,2216.216788
4416.5,2191.543379
4417,2175.266025
4417.5,2174.102146
4418,2185.39908
4418.5,2202.447368
4419,2224.145909
4419.5,2255.995713
4420,2302.758956
4420.5,2362.284022
4421,2424.490623
4421.5,2475.647783
4422,2506.018985
4422.5,2515.54106
4423,2513.864398
4423.5,2514.224895
4424,2523.724244
4424.5,2539.400911
4425,2554.357848
4425.5,2565.238386
4426,2571.798281
4426.5,2573.828039
4427,2569.927375
4427.5,2557.305498
4428,2531.309293
4428.5,2486.22501
4429,2419.59094
4429.5,2338.149544
4430,2257.374906
4430.5,2190.890411
4431,2142.589704
4431.5,2110.932542
4432,2097.397571
4432.5,2106.13876
4433,2134.736743
4433.5,2170.252059
4434,2198.834499
4434.5,2216.41913
4435,2229.302526
4435.5,2244.757796
4436,2263.095354
4436.5,2278.71047
4437,2286.924692
4437.5,2290.086645
4438,2297.836722
4438.5,2321.425354
4439,2364.875516
4439.5,2420.603698
4440,2473.994419
4440.5,2512.913622
4441,2533.747507
4441.5,2540.231106
4442,2537.541406
4442.5,2526.44292
4443,2503.169666
4443.5,2464.560238
4444,2413.380756
4444.5,2358.999178
4445,2312.845538
4445.5,2282.826386
4446,2270.933504
4446.5,2274.380226
4447,2287.277
4447.5,2301.441828
4448,2309.881731
4448.5,2311.286613
4449,2310.550784
4449.5,2312.616381
4450,2317.034587
4450.5,2320.724366
4451,2323.340781
4451.5,2327.787175
4452,2335.57378
4452.5,2346.548374
4453,2363.620388
4453.5,2393.723126
4454,2440.266137
4454.5,2495.843969
4455,2544.858302
4455.5,2570.908063
4456,2562.800192
4456.5,2518.30217
4457,2447.012321
4457.5,2370.591866
4458,2314.206777
4458.5,2291.657607
4459,2298.249228
4459.5,2320.178786
4460,2347.172173
4460.5,2374.497764
4461,2399.13178
4461.5,2418.193955
4462,2432.265896
4462.5,2446.041365
4463,2463.286247
4463.5,2481.719319
4464,2493.322815
4464.5,2491.39957
4465,2477.929568
4465.5,2466.363514
4466,2474.183223
4466.5,2508.783689
4467,2559.705946
4467.5,2606.951498
4468,2637.058376
4468.5,2649.191485
4469,2650.314559
4469.494681,2646.679378
4469.989362,2640.260725
4470.484043,2630.677837
4470.978723,2617.627516
4471.473404,2600.720036
4471.968085,2578.193622
4472.462766,2548.800837
4472.957447,2514.229943
4473.452128,2479.470212
4473.946809,2450.792904
4474.441489,2432.799253
4474.93617,2425.382395
4475.430851,2422.385604
4475.925532,2415.307131
4476.420213,2399.584292
4476.914894,2377.760019
4477.409574,2356.847367
4477.904255,2341.869652
4478.398936,2331.968145
4478.893617,2323.145195
4479.388298,2314.054271
4479.882979,2307.488088
4480.37766,2307.903871
4480.87234,2317.845181
4481.367021,2337.286927
4481.861702,2364.834213
4482.356383,2398.250736
4482.851064,2433.932144
4483.345745,2466.915231
4483.840426,2493.946996
4484.335106,2514.744301
4484.829787,2532.284484
4485.324468,2551.912124
4485.819149,2579.136553
4486.31383,2614.968691
4486.808511,2653.858903
4487.303191,2685.926482
4487.797872,2701.641288
4488.292553,2697.766321
4488.787234,2678.565137
4489.281915,2651.815987
4489.776596,2623.934531
4490.271277,2598.695783
4490.765957,2578.122206
4491.260638,2563.746578
4491.755319,2556.131836
4492.25,2553.881689
4492.744681,2555.219138
4493.239362,2559.444703
4493.734043,2564.459912
4494.228723,2565.773333
4494.723404,2559.969269
4495.218085,2547.950297
4495.712766,2534.615694
4496.207447,2525.915501
4496.702128,2526.05212
4497.196809,2536.696627
4497.691489,2557.955538
4498.18617,2587.940165
4498.680851,2621.944813
4499.175532,2653.37473
4499.670213,2673.905559
4500.164894,2673.384644
4500.659574,2643.524374
4501.154255,2583.334991
4501.648936,2502.30058
4502.143617,2417.313107
4502.638298,2344.91408
4503.132979,2294.405583
4503.62766,2268.787207
4504.12234,2267.424373
4504.617021,2284.375163
4505.111702,2309.135704
4505.606383,2331.127778
4506.101064,2344.424666
4506.595745,2346.218417
4507.090426,2333.832984
4507.585106,2305.368592
4508.079787,2264.991376
4508.574468,2225.676742
4509.069149,2201.917691
4509.56383,2201.635352
4510.058511,2224.650079
4510.553191,2266.931374
4511.047872,2322.836688
4511.542553,2384.16021
4512.037234,2441.230959
4512.531915,2485.646441
4513.026596,2513.366975
4513.521277,2524.785965
4514.015957,2523.583381
4514.510638,2514.687853
4515.005319,2501.50747
4515.5,2484.760365
4515.994681,2464.628593
4516.489362,2445.310019
4516.984043,2435.421307
4517.478723,2441.670598
4517.973404,2461.141517
4518.468085,2481.83907
4518.962766,2492.761019
4519.457447,2492.588416
4519.952128,2488.847452
4520.446809,2489.251041
4520.941489,2493.23361
4521.43617,2493.269082
4521.930851,2482.774521
4522.425532,2462.073303
4522.920213,2437.641528
4523.414894,2416.670927
4523.909574,2402.635586
4524.404255,2394.821904
4524.898936,2391.208752
4525.393617,2389.955551
4525.888298,2389.12148
4526.382979,2386.912114
4526.87766,2382.050477
4527.37234,2373.928975
4527.867021,2362.588426
4528.361702,2349.119675
4528.856383,2336.633988
4529.351064,2329.772725
4529.845745,2332.608688
4530.340426,2346.158741
4530.835106,2368.309622
4531.329787,2394.657417
4531.824468,2418.584208
4532.319149,2433.867218
4532.81383,2438.690369
4533.308511,2437.669904
4533.803191,2438.745498
4534.297872,2447.432938
4534.792553,2464.053486
4535.287234,2484.598107
4535.781915,2504.475018
4536.276596,2522.102403
4536.771277,2540.814639
4537.265957,2566.916213
4537.760638,2603.547066
4538.255319,2646.804292
4538.75,2687.663143
4539.244681,2717.848506
4539.739362,2733.056108
4540.234043,2733.104143
4540.728723,2722.544182
4541.223404,2710.333395
4541.718085,2706.986686
4542.212766,2718.069864
4542.707447,2739.596235
4543.202128,2760.849127
4543.696809,2771.908995
4544.191489,2769.140754
4544.68617,2754.594274
4545.180851,2733.887774
4545.675532,2713.277655
4546.170213,2696.423211
4546.664894,2682.473108
4547.159574,2666.788748
4547.654255,2644.231896
4548.148936,2611.749266
4548.643617,2569.280106
4549.138298,2518.175589
4549.632979,2462.572228
4550.12766,2410.891725
4550.62234,2372.316507
4551.117021,2350.66782
4551.611702,2341.48121
4552.106383,2335.933473
4552.601064,2327.335844
4553.095745,2314.671213
4553.590426,2299.749648
4554.085106,2284.605292
4554.579787,2271.882506
4555.074468,2264.379113
4555.569149,2263.141195
4556.06383,2265.522318
4556.558511,2266.482042
4557.053191,2262.540241
4557.547872,2256.043032
4558.042553,2254.586255
4558.537234,2265.109645
4559.031915,2287.764013
4559.526596,2311.583004
4560.021277,2318.141208
4560.515957,2292.29219
4561.010638,2233.217118
4561.505319,2157.33551
4562,2089.749055
4562.5,2048.979635
4563,2037.506167
4563.5,2048.001378
4564,2071.933517
4564.5,2102.069591
4565,2132.172623
4565.5,2158.971715
4566,2182.575748
4566.5,2204.169722
4567,2222.475777
4567.5,2234.105141
4568,2239.645238
4568.5,2246.112257
4569,2264.695581
4569.5,2304.488119
4570,2369.206458
4570.5,2455.627144
4571,2553.555031
4571.5,2648.598102
4572,2726.911248
4572.5,2779.304408
4573,2801.051685
4573.5,2790.70892
4574,2751.099881
4574.5,2691.948976
4575,2629.890227
4575.5,2582.183363
4576,2558.65425
4576.5,2559.494699
4577,2578.598578
4577.5,2608.132227
4578,2639.993681
4578.5,2667.447356
4579,2687.223067
4579.5,2701.096785
4580,2713.70973
4580.5,2728.031175
4581,2742.959925
4581.5,2754.704177
4582,2761.306948
4582.5,2766.524909
4583,2780.193333
4583.5,2812.754367
4584,2867.341991
4584.5,2935.837993
4585,3003.24001
4585.5,3056.224586
4586,3089.381301
4586.5,3105.040151
4587,3110.487002
4587.5,3113.391987
4588,3117.45597
4588.5,3121.185073
4589,3120.625466
4589.5,3114.320009
4590,3104.937106
4590.5,3096.985732
4591,3092.556047
4591.5,3090.437993
4592,3088.649469
4592.5,3086.289575
4593,3082.770538
4593.5,3076.435044
4594,3065.74395
4594.5,3051.579689
4595,3037.61844
4595.5,3028.109853
4596,3025.023587
4596.5,3027.135088
4597,3031.249104
4597.5,3034.435626
4598,3035.937785
4598.5,3037.91493
4599,3043.647389
4599.5,3054.23143
4600,3067.336986
4600.5,3079.2657
4601,3087.939508
4601.5,3093.779533
4602,3098.009463
4602.5,3101.202964
4603,3103.945958
4603.5,3107.619445
4604,3113.437244
4604.5,3121.17807
4605,3129.451866
4605.5,3136.472388
4606,3139.859976
4606.5,3135.869803
4607,3121.624552
4607.5,3099.168339
4608,3075.892455
4608.5,3059.504364
4609,3052.114284
4609.5,3050.098126
4610,3048.982668
4610.5,3047.394155
4611,3046.397034
4611.5,3047.030906
4612,3049.448958
4612.5,3053.272833
4613,3058.420394
4613.5,3065.193358
4614,3073.324338
4614.5,3080.062737
4615,3080.814312
4615.5,3073.407312
4616,3061.670929
4616.5,3054.906153
4617,3061.080702
4617.5,3080.219844
4618,3104.847187
4618.5,3126.644049
4619,3141.929665
4619.5,3151.531465
4620,3157.945087
4620.5,3161.334454
4621,3159.604558
4621.5,3151.652906
4622,3138.881366
4622.5,3124.758089
4623,3112.70078
4623.5,3105.25605
4624,3103.969726
4624.5,3110.474565
4625,3125.748454
4625.5,3147.968351
4626,3172.636998
4626.5,3194.059177
4627,3208.522434
4627.5,3215.60614
4628,3217.352214
4628.5,3216.126841
4629,3213.597085
4629.5,3211.15669
4630,3209.641426
4630.5,3210.144859
4631,3212.615395
4631.5,3214.74305
4632,3212.983474
4632.5,3205.006367
4633,3192.229716
4633.5,3178.306261
4634,3166.407676
4634.5,3156.755693
4635,3147.201557
4635.5,3134.277455
4636,3113.193047
4636.5,3080.356525
4637,3035.675497
4637.5,2984.261014
4638,2934.70676
4638.5,2894.712634
4639,2867.566778
4639.5,2851.387338
4640,2841.764894
4640.5,2834.336531
4641,2828.301438
4641.5,2827.136007
4642,2835.721032
4642.5,2855.602607
4643,2881.428181
4643.5,2904.279451
4644,2917.342037
4644.5,2919.849068
4645,2916.283059
4645.5,2914.219305
4646,2922.460157
4646.5,2946.958312
4647,2984.94037
4647.5,3022.439326
4648,3042.402031
4648.5,3036.133056
4649,3007.916688
4649.5,2970.584227
4650,2936.230701
4650.5,2910.318295
4651,2892.249037
4651.5,2878.758944
4652,2866.972785
4652.5,2856.500602
4653,2848.789459
4653.5,2843.845413
4654,2837.485131
4654.5,2823.119132
4655,2797.984414
4655.5,2766.847555
4656,2738.996464
4656.5,2720.761828
4657,2712.880466
4657.494624,2715.500961
4657.989247,2731.296865
4658.483871,2761.077683
4658.978495,2796.689283
4659.473118,2824.163752
4659.967742,2834.864379
4660.462366,2831.98923
4660.956989,2827.250549
4661.451613,2830.586953
4661.946237,2843.560982
4662.44086,2859.696066
4662.935484,2870.774649
4663.430108,2872.651822
4663.924731,2867.392795
4664.419355,2862.417848
4664.913978,2864.443516
4665.408602,2873.501635
4665.903226,2882.538797
4666.397849,2883.894062
4666.892473,2876.7329
4667.387097,2865.600751
4667.88172,2853.36225
4668.376344,2837.407748
4668.870968,2815.593384
4669.365591,2792.712469
4669.860215,2777.355588
4670.354839,2773.937119
4670.849462,2778.268382
4671.344086,2783.627989
4671.83871,2786.921057
4672.333333,2789.646447
4672.827957,2794.154377
4673.322581,2800.400287
4673.817204,2806.220715
4674.311828,2808.090292
4674.806452,2802.985177
4675.301075,2788.818541
4675.795699,2766.008031
4676.290323,2739.437079
4676.784946,2717.962455
4677.27957,2711.12545
4677.774194,2723.090076
4678.268817,2750.285368
4678.763441,2784.259996
4679.258065,2814.781411
4679.752688,2832.555114
4680.247312,2831.510451
4680.741935,2811.013256
4681.236559,2774.483467
4681.731183,2725.875588
4682.225806,2666.615134
4682.72043,2596.283536
4683.215054,2518.79499
4683.709677,2446.144064
4684.204301,2393.779674
4684.698925,2370.519922
4685.193548,2373.32399
4685.688172,2391.552316
4686.182796,2413.800624
4686.677419,2430.903361
4687.172043,2437.133806
4687.666667,2433.051587
4688.16129,2427.153022
4688.655914,2430.297776
4689.150538,2448.695549
4689.645161,2480.88053
4690.139785,2520.752747
4690.634409,2563.013775
4691.129032,2605.911954
4691.623656,2651.436571
4692.11828,2702.680137
4692.612903,2760.97039
4693.107527,2823.111477
4693.602151,2882.704577
4694.096774,2933.672265
4694.591398,2972.932693
4695.086022,3002.016287
4695.580645,3025.1339
4696.075269,3045.477306
4696.569892,3062.564286
4697.064516,3073.395495
4697.55914,3076.161055
4698.053763,3072.036089
4698.548387,3063.815723
4699.043011,3052.831011
4699.537634,3037.776
4700.032258,3016.038543
4700.526882,2985.86644
4701.021505,2948.666079
4701.516129,2909.64559
4702.010753,2876.424799
4702.505376,2855.635621
4703,2849.03137
4703.494624,2851.33213
4703.989247,2851.761611
4704.483871,2838.186775
4704.978495,2801.57223
4705.473118,2740.131637
4705.967742,2660.639759
4706.462366,2575.800998
4706.956989,2498.938989
4707.451613,2438.84166
4707.946237,2397.576214
4708.44086,2371.603422
4708.935484,2355.307715
4709.430108,2345.005197
4709.924731,2342.088108
4710.419355,2350.810038
4710.913978,2372.047743
4711.408602,2399.799357
4711.903226,2423.429692
4712.397849,2434.356505
4712.892473,2430.484043
4713.387097,2417.51585
4713.88172,2407.408501
4714.376344,2413.384828
4714.870968,2441.975291
4715.365591,2489.127769
4715.860215,2545.937368
4716.354839,2606.117434
4716.849462,2667.386131
4717.344086,2726.831731
4717.83871,2777.781567
4718.333333,2812.989805
4718.827957,2829.416789
4719.322581,2830.327514
4719.817204,2823.701932
4720.311828,2818.743859
4720.806452,2821.421082
4721.301075,2832.025857
4721.795699,2847.503897
4722.290323,2864.92621
4722.784946,2882.615443
4723.27957,2896.769066
4723.774194,2899.777783
4724.268817,2885.674791
4724.763441,2858.115373
4725.258065,2830.618366
4725.752688,2816.183809
4726.247312,2815.908758
4726.741935,2819.199075
4727.236559,2813.946233
4727.731183,2796.13538
4728.225806,2772.059467
4728.72043,2752.902921
4729.215054,2746.711442
4729.709677,2751.695753
4730.204301,2757.9177
4730.698925,2755.154329
4731.193548,2739.428474
4731.688172,2713.663686
4732.182796,2684.514762
4732.677419,2659.632017
4733.172043,2645.614963
4733.666667,2646.682879
4734.16129,2662.886068
4734.655914,2689.186613
4735.150538,2716.959348
4735.645161,2737.490996
4736.139785,2746.416342
4736.634409,2745.886423
4737.129032,2743.532662
4737.623656,2747.9805
4738.11828,2763.332896
4738.612903,2788.028835
4739.107527,2817.364576
4739.602151,2846.60305
4740.096774,2871.639951
4740.591398,2888.792474
4741.086022,2895.410681
4741.580645,2890.268431
4742.075269,2873.318002
4742.569892,2845.326485
4743.064516,2809.88553
4743.55914,2774.627317
4744.053763,2747.239573
4744.548387,2729.665039
4745.043011,2716.6599
4745.537634,2700.962708
4746.032258,2679.315691
4746.526882,2653.463445
4747.021505,2627.428427
4747.516129,2603.410872
4748.010753,2579.466269
4748.505376,2549.210231
4749,2504.247758
4749.494624,2440.145796
4749.989247,2362.329999
4750.483871,2287.080261
4750.978495,2233.584674
4751.473118,2212.365656
4751.967742,2220.27237
4752.462366,2246.10011
4752.956989,2279.627771
4753.451613,2314.96065
4753.946237,2349.741369
4754.44086,2383.272187
4754.935484,2415.78255
4755.430108,2445.486897
4755.924731,2467.10737
4756.419355,2474.527453
4756.913978,2464.157746
4757.408602,2436.552277
4757.903226,2395.981489
4758.397849,2352.27183
4758.892473,2320.760582
4759.387097,2316.408615
4759.88172,2342.146688
4760.376344,2384.215424
4760.870968,2422.90294
4761.365591,2446.355756
4761.860215,2455.334817
4762.354839,2457.244346
4762.849462,2456.844878
4763.344086,2451.782383
4763.83871,2436.099886
4764.333333,2407.319121
4764.827957,2370.100043
4765.322581,2336.557947
4765.817204,2321.612671
4766.311828,2334.228746
4766.806452,2371.723711
4767.301075,2422.208161
4767.795699,2473.250197
4768.290323,2517.310204
4768.784946,2552.131103
4769.27957,2577.754931
4769.774194,2595.642714
4770.268817,2608.926393
4770.763441,2620.750238
4771.258065,2632.543257
4771.752688,2643.178984
4772.247312,2650.07593
4772.741935,2651.505481
4773.236559,2649.269028
4773.731183,2648.058191
4774.225806,2651.054233
4774.72043,2656.117334
4775.215054,2656.651897
4775.709677,2646.347747
4776.204301,2623.784281
4776.698925,2593.416705
4777.193548,2563.302302
4777.688172,2540.83699
4778.182796,2528.926551
4778.677419,2525.634849
4779.172043,2526.777133
4779.666667,2528.787158
4780.16129,2529.720758
4780.655914,2529.05631
4781.150538,2527.262898
4781.645161,2525.289632
4782.139785,2523.455177
4782.634409,2521.037674
4783.129032,2516.800122
4783.623656,2510.097828
4784.11828,2500.76395
4784.612903,2489.197023
4785.107527,2477.794573
4785.602151,2470.868148
4786.096774,2472.258257
4786.591398,2480.40365
4787.086022,2488.08931
4787.580645,2488.498942
4788.075269,2481.235666
4788.569892,2471.746684
4789.064516,2465.110734
4789.55914,2462.318031
4790.053763,2461.293369
4790.548387,2460.455593
4791.043011,2459.481982
4791.537634,2457.491948
4792.032258,2452.926293
4792.526882,2444.314334
4793.021505,2430.928533
4793.516129,2413.232257
4794.010753,2392.952847
4794.505376,2373.042875
4795,2356.251463
4795.494624,2343.679027
4795.989247,2333.9642
4796.483871,2325.206625
4796.978495,2316.579725
4797.473118,2306.751621
4797.967742,2292.993532
4798.462366,2272.978015
4798.956989,2248.925279
4799.451613,2227.735781
4799.946237,2215.558334
4800.44086,2211.747494
4800.935484,2209.433313
4801.430108,2202.298661
4801.924731,2189.288449
4802.419355,2174.816767
4802.913978,2165.694858
4803.408602,2166.789252
4803.903226,2179.295157
4804.397849,2200.162086
4804.892473,2223.839433
4805.387097,2245.303192
4805.88172,2263.364096
4806.376344,2282.275438
4806.870968,2308.519576
4807.365591,2346.7449
4807.860215,2396.286198
4808.354839,2452.149612
4808.849462,2507.064834
4809.344086,2553.620937
4809.83871,2587.205163
4810.333333,2608.049727
4810.827957,2621.363719
4811.322581,2633.5868
4811.817204,2648.734455
4812.311828,2666.816228
4812.806452,2685.294568
4813.301075,2701.828249
4813.795699,2716.330935
4814.290323,2731.152257
4814.784946,2747.887165
4815.27957,2764.309197
4815.774194,2774.002909
4816.268817,2770.229616
4816.763441,2751.548191
4817.258065,2723.73394
4817.752688,2696.133949
4818.247312,2673.661865
4818.741935,2653.111699
4819.236559,2627.332854
4819.731183,2593.884291
4820.225806,2558.984278
4820.72043,2532.220433
4821.215054,2518.88371
4821.709677,2516.612214
4822.204301,2519.565674
4822.698925,2523.663633
4823.193548,2528.136785
4823.688172,2533.49585
4824.182796,2539.510524
4824.677419,2546.023895
4825.172043,2554.650754
4825.666667,2569.181801
4826.16129,2592.712714
4826.655914,2623.859873
4827.150538,2655.305785
4827.645161,2676.782794
4828.139785,2680.427758
4828.634409,2664.502253
4829.129032,2634.687149
4829.623656,2601.074033
4830.11828,2572.371771
4830.612903,2551.804437
4831.107527,2538.121616
4831.602151,2529.709363
4832.096774,2526.699995
4832.591398,2529.02133
4833.086022,2533.83865
4833.580645,2537.304468
4834.075269,2538.026538
4834.569892,2537.526463
4835.064516,2537.339719
