,P
6317,2828.445564
6317.492754,2921.521475
6317.985507,3004.099129
6318.478261,3066.342558
6318.971014,3100.297318
6319.463768,3100.230155
6319.956522,3063.419841
6320.449275,2994.657083
6320.942029,2910.960458
6321.434783,2837.1529
6321.927536,2792.9912
6322.42029,2780.525169
6322.913043,2786.871169
6323.405797,2797.831007
6323.898551,2808.060671
6324.391304,2821.418575
6324.884058,2843.374211
6325.376812,2874.70852
6325.869565,2910.598712
6326.362319,2945.244748
6326.855072,2975.84541
6327.347826,3002.817246
6327.84058,3028.475527
6328.333333,3056.164036
6328.826087,3090.586123
6329.318841,3136.516343
6329.811594,3195.65592
6330.304348,3262.852894
6330.797101,3324.369839
6331.289855,3364.004331
6331.782609,3372.901087
6332.275362,3353.895788
6332.768116,3317.048828
6333.26087,3271.928614
6333.753623,3224.863056
6334.246377,3181.750255
6334.73913,3149.783682
6335.231884,3132.578756
6335.724638,3124.935902
6336.217391,3114.687416
6336.710145,3089.391632
6337.202899,3042.985001
6337.695652,2978.956981
6338.188406,2909.468037
6338.681159,2851.040036
6339.173913,2817.351843
6339.666667,2813.748469
6340.15942,2836.688056
6340.652174,2879.582306
6341.144928,2937.679541
6341.637681,3006.744301
6342.130435,3080.073924
6342.623188,3147.794167
6343.115942,3200.351255
6343.608696,3232.40586
6344.101449,3245.4044
6344.594203,3247.01874
6345.086957,3248.394708
6345.57971,3260.158883
6346.072464,3288.421317
6346.565217,3334.11174
6347.057971,3393.397791
6347.550725,3458.185465
6348.043478,3517.964188
6348.536232,3563.435401
6349.028986,3590.103986
6349.521739,3599.139378
6350.014493,3594.936981
6350.507246,3581.387984
6351,3559.802562
6351.492754,3530.389854
6351.985507,3496.674981
6352.478261,3468.527254
6352.971014,3458.274618
6353.463768,3469.738299
6353.956522,3489.073557
6354.449275,3488.317077
6354.942029,3440.392363
6355.434783,3334.208121
6355.927536,3181.401808
6356.42029,3013.27183
6356.913043,2868.423574
6357.405797,2775.238592
6357.898551,2739.301039
6358.391304,2744.250409
6358.884058,2764.013943
6359.376812,2776.828388
6359.869565,2773.589019
6360.362319,2758.323112
6360.855072,2742.256434
6361.347826,2735.19272
6361.84058,2739.036532
6362.333333,2747.95723
6362.826087,2754.944516
6363.318841,2759.816406
6363.811594,2772.977952
6364.304348,2811.79291
6364.797101,2888.743658
6365.289855,2999.2559
6365.782609,3121.074891
6366.275362,3226.510355
6366.768116,3296.847456
6367.26087,3328.155175
6367.753623,3328.105035
6368.246377,3308.578856
6368.73913,3279.964417
6369.231884,3248.972282
6369.724638,3219.199865
6370.217391,3193.197368
6370.710145,3173.655702
6371.202899,3162.452038
6371.695652,3158.573073
6372.188406,3157.781798
6372.681159,3155.436208
6373.173913,3149.9196
6373.666667,3143.035796
6374.15942,3137.379725
6374.652174,3134.747646
6375.144928,3137.45671
6375.637681,3148.182902
6376.130435,3166.601573
6376.623188,3186.149246
6377.115942,3196.588325
6377.608696,3191.638072
6378.101449,3175.279494
6378.594203,3160.936603
6379.086957,3162.451058
6379.57971,3184.067776
6380.072464,3217.458486
6380.565217,3248.714702
6381.057971,3268.51766
6381.550725,3276.748747
6382.043478,3279.96337
6382.536232,3285.342911
6383.028986,3296.742907
6383.521739,3315.273714
6384.014493,3341.40491
6384.507246,3375.375099
6385,3415.718753
6385.483871,3459.569323
6385.967742,3504.640737
6386.451613,3550.500716
6386.935484,3597.211331
6387.419355,3642.849059
6387.903226,3683.182701
6388.387097,3713.879008
6388.870968,3733.498299
6389.354839,3744.230685
6389.83871,3750.360646
6390.322581,3755.883412
6390.806452,3763.350628
6391.290323,3774.230964
6391.774194,3789.131377
6392.258065,3807.38144
6392.741935,3827.015018
6393.225806,3845.811477
6393.709677,3862.519519
6394.193548,3876.755275
6394.677419,3888.010023
6395.16129,3894.946388
6395.645161,3896.231437
6396.129032,3892.308928
6396.612903,3886.750102
6397.096774,3884.858871
6397.580645,3888.974855
6398.064516,3894.148184
6398.548387,3889.946912
6399.032258,3867.670563
6399.516129,3827.627013
6400,3780.403877
6400.483871,3739.699747
6400.967742,3712.703275
6401.451613,3695.416052
6401.935484,3677.07237
6402.419355,3648.196114
6402.903226,3606.383303
6403.387097,3555.648588
6403.870968,3501.223899
6404.354839,3445.585856
6404.83871,3388.547691
6405.322581,3331.382841
6405.806452,3279.148408
6406.290323,3237.539816
6406.774194,3207.752484
6407.258065,3186.861869
6407.741935,3174.457064
6408.225806,3176.771127
6408.709677,3203.118814
6409.193548,3255.977596
6409.677419,3324.854238
6410.16129,3391.866221
6410.645161,3442.912068
6411.129032,3475.44306
6411.612903,3497.022646
6412.096774,3518.154806
6412.580645,3544.636909
6413.064516,3576.290678
6413.548387,3611.581882
6414.032258,3650.700513
6414.516129,3694.360226
6415,3739.741796
6415.484375,3779.939175
6415.96875,3807.858549
6416.453125,3820.586183
6416.9375,3819.843894
6417.421875,3809.362513
6417.90625,3791.28624
6418.390625,3764.99949
6418.875,3729.613627
6419.359375,3687.252815
6419.84375,3644.648569
6420.328125,3610.412906
6420.8125,3590.676362
6421.296875,3585.859296
6421.78125,3592.204981
6422.265625,3604.895212
6422.75,3620.082067
6423.234375,3635.552839
6423.71875,3648.453573
6424.203125,3653.262595
6424.6875,3641.887623
6425.171875,3607.633747
6425.65625,3550.908163
6426.140625,3483.099741
6426.625,3424.007824
6427.109375,3391.012284
6427.59375,3388.746022
6428.078125,3407.085196
6428.5625,3429.032096
6429.046875,3441.841881
6429.53125,3441.747392
6430.015625,3432.454026
6430.5,3419.890285
6430.984375,3408.668458
6431.46875,3399.510666
6431.953125,3389.08702
6432.4375,3371.991211
6432.921875,3343.954153
6433.40625,3308.174024
6433.890625,3278.596277
6434.375,3275.715526
6434.859375,3313.590639
6435.34375,3388.207278
6435.828125,3478.328044
6436.3125,3559.238242
6436.796875,3617.364259
6437.28125,3654.902293
6437.765625,3684.339858
6438.25,3717.751005
6438.734375,3758.192191
6439.21875,3799.247689
6439.703125,3831.436173
6440.1875,3848.732839
6440.671875,3850.275862
6441.15625,3837.909052
6441.640625,3814.504226
6442.125,3785.134028
6442.609375,3758.028497
6443.09375,3741.10699
6443.578125,3736.117961
6444.0625,3737.309658
6444.546875,3736.961014
6445.03125,3732.328752
6445.515625,3726.633664
6446,3724.034524
6446.467742,3724.352062
6446.935484,3722.787553
6447.403226,3714.322053
6447.870968,3697.493062
6448.33871,3673.976729
6448.806452,3645.319717
6449.274194,3611.700224
6449.741935,3574.404855
6450.209677,3538.602933
6450.677419,3512.229533
6451.145161,3500.233717
6451.612903,3499.995348
6452.080645,3503.133917
6452.548387,3501.070102
6453.016129,3487.942911
6453.483871,3459.14906
6453.951613,3409.533403
6454.419355,3335.973816
6454.887097,3243.362874
6455.354839,3146.917822
6455.822581,3063.99764
6456.290323,3003.210577
6456.758065,2962.815037
6457.225806,2938.650829
6457.693548,2931.441979
6458.16129,2944.181289
6458.629032,2974.995501
6459.096774,3014.888322
6459.564516,3054.289299
6460.032258,3090.177798
6460.5,3126.535119
6460.967742,3168.80513
6461.435484,3216.679455
6461.903226,3264.46592
6462.370968,3309.06456
6462.83871,3356.305203
6463.306452,3417.7934
6463.774194,3499.407809
6464.241935,3593.22724
6464.709677,3681.348146
6465.177419,3749.23494
6465.645161,3794.715814
6466.112903,3825.233827
6466.580645,3849.167534
6467.048387,3869.59483
6467.516129,3885.770218
6467.983871,3897.293473
6468.451613,3904.512118
6468.919355,3906.230633
6469.387097,3899.547588
6469.854839,3881.530679
6470.322581,3849.833715
6470.790323,3803.739038
6471.258065,3746.76631
6471.725806,3687.940919
6472.193548,3638.868748
6472.66129,3606.50014
6473.129032,3589.389814
6473.596774,3581.965856
6474.064516,3580.852058
6474.532258,3586.532992
6475,3599.191351
6475.484375,3615.112283
6475.96875,3627.204581
6476.453125,3628.602649
6476.9375,3615.155343
6477.421875,3585.332943
6477.90625,3540.172106
6478.390625,3482.604361
6478.875,3416.868219
6479.359375,3350.022586
6479.84375,3294.03129
6480.328125,3262.897786
6480.8125,3261.753104
6481.296875,3279.598539
6481.78125,3296.223194
6482.265625,3298.314634
6482.75,3286.978644
6483.234375,3269.723353
6483.71875,3248.963646
6484.203125,3220.515684
6484.6875,3182.279117
6485.171875,3140.309205
6485.65625,3105.113144
6486.140625,3082.129603
6486.625,3068.275383
6487.109375,3058.822632
6487.59375,3055.982885
6488.078125,3068.821794
6488.5625,3102.771555
6489.046875,3149.179155
6489.53125,3186.126228
6490.015625,3191.032027
6490.5,3155.04317
6490.984375,3088.259372
6491.46875,3011.467637
6491.953125,2938.481335
6492.4375,2864.40756
6492.921875,2773.150313
6493.40625,2656.688557
6493.890625,2527.300421
6494.375,2410.592189
6494.859375,2325.854218
6495.34375,2272.337451
6495.828125,2236.185772
6496.3125,2208.224791
6496.796875,2190.218188
6497.28125,2186.353702
6497.765625,2192.717288
6498.25,2201.87194
6498.734375,2216.133272
6499.21875,2249.673243
6499.703125,2311.114352
6500.1875,2387.452129
6500.671875,2450.802864
6501.15625,2478.761177
6501.640625,2471.184029
6502.125,2451.501994
6502.609375,2453.83772
6503.09375,2502.555524
6503.578125,2596.158708
6504.0625,2709.381696
6504.546875,2811.805011
6505.03125,2887.24469
6505.515625,2936.699605
6506,2967.869672
6506.467742,2984.204704
6506.935484,2981.972879
6507.403226,2955.82425
6507.870968,2903.946273
6508.33871,2830.538589
6508.806452,2745.555101
6509.274194,2666.068027
6509.741935,2612.19557
6510.209677,2592.811626
6510.677419,2596.665127
6511.145161,2599.464734
6511.612903,2584.496831
6512.080645,2554.759835
6512.548387,2525.966936
6513.016129,2508.315876
6513.483871,2497.071205
6513.951613,2481.850281
6514.419355,2459.779712
6514.887097,2441.190649
6515.354839,2442.744384
6515.822581,2475.156641
6516.290323,2537.338079
6516.758065,2619.134895
6517.225806,2710.036343
6517.693548,2803.968102
6518.16129,2898.273164
6518.629032,2989.85442
6519.096774,3074.707112
6519.564516,3153.61073
6520.032258,3233.53831
6520.5,3321.674094
6520.967742,3415.401294
6521.435484,3500.079031
6521.903226,3557.343275
6522.370968,3575.347469
6522.83871,3552.892465
6523.306452,3495.038023
6523.774194,3406.214119
6524.241935,3285.089828
6524.709677,3125.382192
6525.177419,2923.574248
6525.645161,2687.366033
6526.112903,2438.146689
6526.580645,2203.091429
6527.048387,2002.600821
6527.516129,1845.915212
6527.983871,1732.071375
6528.451613,1654.409261
6528.919355,1605.659016
6529.387097,1582.193974
6529.854839,1582.411846
6530.322581,1594.348523
6530.790323,1592.458381
6531.258065,1554.359788
6531.725806,1485.983036
6532.193548,1425.481834
6532.66129,1419.587068
6533.129032,1495.212807
6533.596774,1648.492248
6534.064516,1855.831011
6534.532258,2086.860659
6535,2314.132944
6535.451613,2520.675321
6535.903226,2699.096594
6536.354839,2844.250076
6536.806452,2949.705458
6537.258065,3015.705783
6537.709677,3054.808672
6538.16129,3085.335002
6538.612903,3118.978798
6539.064516,3156.267795
6539.516129,3195.170428
6539.967742,3236.327664
6540.419355,3279.271955
6540.870968,3318.526178
6541.322581,3349.345612
6541.774194,3374.558562
6542.225806,3401.077866
6542.677419,3432.132182
6543.129032,3463.444852
6543.580645,3487.408111
6544.032258,3497.667638
6544.483871,3490.197537
6544.935484,3464.437786
6545.387097,3424.790875
6545.83871,3379.580629
6546.290323,3336.02967
6546.741935,3297.155618
6547.193548,3263.169314
6547.645161,3233.967333
6548.096774,3210.427038
6548.548387,3195.964074
6549,3198.364298
6549.451613,3224.564021
6549.903226,3267.454729
6550.354839,3300.221693
6550.806452,3289.94828
6551.258065,3217.865966
6551.709677,3088.804652
6552.16129,2925.723256
6552.612903,2757.910702
6553.064516,2613.255939
6553.516129,2516.226534
6553.967742,2483.907725
6554.419355,2517.42302
6554.870968,2597.998083
6555.322581,2692.387129
6555.774194,2765.192137
6556.225806,2791.408641
6556.677419,2765.513167
6557.129032,2703.494527
6557.580645,2634.330663
6558.032258,2583.203386
6558.483871,2560.241373
6558.935484,2566.72575
6559.387097,2607.75252
6559.83871,2689.513902
6560.290323,2807.084558
6560.741935,2942.333136
6561.193548,3076.830693
6561.645161,3203.123627
6562.096774,3320.597002
6562.548387,3425.364737
6563,3507.573166
6563.453125,3559.872485
6563.90625,3584.575492
6564.359375,3594.598112
6564.8125,3607.677384
6565.265625,3634.847882
6565.71875,3670.32614
6566.171875,3690.686112
6566.625,3667.321253
6567.078125,3583.539653
6567.53125,3445.269637
6567.984375,3278.87096
6568.4375,3117.50032
6568.890625,2987.498603
6569.34375,2902.766771
6569.796875,2864.815187
6570.25,2862.920845
6570.703125,2875.930358
6571.15625,2880.981602
6571.609375,2864.815401
6572.0625,2829.150272
6572.515625,2785.261973
6572.96875,2743.926229
6573.421875,2708.906147
6573.875,2676.847772
6574.328125,2643.217952
6574.78125,2609.432429
6575.234375,2587.194631
6575.6875,2595.655366
6576.140625,2649.625007
6576.59375,2745.587365
6577.046875,2861.60826
6577.5,2972.128811
6577.953125,3061.299095
6578.40625,3124.104914
6578.859375,3161.619505
6579.3125,3179.408677
6579.765625,3188.728412
6580.21875,3204.893312
6580.671875,3238.056478
6581.125,3284.112006
6581.578125,3326.473945
6582.03125,3348.401252
6582.484375,3345.317451
6582.9375,3327.958086
6583.390625,3313.001115
6583.84375,3310.32411
6584.296875,3318.554891
6584.75,3330.132863
6585.203125,3338.841427
6585.65625,3343.4699
6586.109375,3345.333715
6586.5625,3343.428255
6587.015625,3332.912014
6587.46875,3310.023233
6587.921875,3280.003104
6588.375,3257.462083
6588.828125,3255.015403
6589.28125,3268.351604
6589.734375,3278.940154
6590.1875,3272.808487
6590.640625,3254.771145
6591.09375,3243.650313
6591.546875,3252.660186
6592,3276.398872
6592.451613,3296.989954
6592.903226,3300.332633
6593.354839,3281.855894
6593.806452,3241.053879
6594.258065,3175.732771
6594.709677,3082.144155
6595.16129,2960.754258
6595.612903,2819.775214
6596.064516,2673.464587
6596.516129,2535.844991
6596.967742,2413.428486
6597.419355,2304.886383
6597.870968,2209.412692
6598.322581,2137.958136
6598.774194,2107.491318
6599.225806,2121.009173
6599.677419,2156.400228
6600.129032,2178.742428
6600.580645,2165.542555
6601.032258,2119.448471
6601.483871,2066.379741
6601.935484,2042.734393
6602.387097,2080.591742
6602.83871,2193.202385
6603.290323,2365.074374
6603.741935,2559.55407
6604.193548,2737.596258
6604.645161,2873.87362
6605.096774,2960.804284
6605.548387,3002.26044
6606,3007.104078
6606.451613,2986.687378
6606.903226,2953.284092
6607.354839,2915.837283
6607.806452,2875.084256
6608.258065,2826.548281
6608.709677,2769.901322
6609.16129,2714.146731
6609.612903,2669.556178
6610.064516,2635.105027
6610.516129,2595.562791
6610.967742,2527.641251
6611.419355,2412.200556
6611.870968,2246.469436
6612.322581,2054.364649
6612.774194,1885.796722
6613.225806,1795.154104
6613.677419,1809.029561
6614.129032,1912.233246
6614.580645,2066.437563
6615.032258,2233.720364
6615.483871,2385.300747
6615.935484,2500.416572
6616.387097,2566.042106
6616.83871,2581.728999
6617.290323,2560.987653
6617.741935,2524.600546
6618.193548,2488.464935
6618.645161,2456.893516
6619.096774,2426.90841
6619.548387,2401.37482
6620,2398.466934
6620.435484,2440.118013
6620.870968,2526.895585
6621.306452,2626.194473
6621.741935,2692.140272
6622.177419,2697.824212
6622.612903,2651.458772
6623.048387,2587.441018
6623.483871,2542.433285
6623.919355,2535.879299
6624.354839,2566.107927
6624.790323,2620.171439
6625.225806,2684.471237
6625.66129,2747.897101
6626.096774,2801.245027
6626.532258,2838.499241
6626.967742,2862.833812
6627.403226,2887.768475
6627.83871,2927.797857
6628.274194,2983.013919
6628.709677,3033.356418
6629.145161,3051.862363
6629.580645,3023.905976
6630.016129,2960.157157
6630.451613,2892.800813
6630.887097,2856.767591
6631.322581,2865.783355
6631.758065,2904.060343
6632.193548,2941.45672
6632.629032,2952.870759
6633.064516,2925.279124
6633.5,2852.094009
6633.935484,2731.008347
6634.370968,2572.400948
6634.806452,2407.369671
6635.241935,2278.63966
6635.677419,2213.012202
6636.112903,2205.490991
6636.548387,2234.068014
6636.983871,2284.166061
6637.419355,2354.923808
6637.854839,2447.361616
6638.290323,2555.157856
6638.725806,2664.714033
6639.16129,2760.724003
6639.596774,2826.391237
6640.032258,2845.049939
6640.467742,2808.995495
6640.903226,2730.217456
6641.33871,2645.067188
6641.774194,2602.283289
6642.209677,2637.98709
6642.645161,2751.266578
6643.080645,2904.166704
6643.516129,3046.239063
6643.951613,3142.617071
6644.387097,3187.484411
6644.822581,3197.471761
6645.258065,3195.225876
6645.693548,3195.156823
6646.129032,3200.599278
6646.564516,3208.269563
6647,3210.701217
6647.419355,3196.375189
6647.83871,3153.978934
6648.258065,3084.611438
6648.677419,3009.449217
6649.096774,2957.982953
6649.516129,2942.110096
6649.935484,2943.500307
6650.354839,2934.05917
6650.774194,2906.055815
6651.193548,2882.20667
6651.612903,2897.027279
6652.032258,2967.55237
6652.451613,3080.916162
6652.870968,3205.49265
6653.290323,3311.947203
6653.709677,3385.361413
6654.129032,3426.447911
6654.548387,3447.309992
6654.967742,3466.621617
6655.387097,3505.588487
6655.806452,3580.86721
6656.225806,3695.428249
6656.645161,3834.651719
6657.064516,3973.71297
6657.483871,4091.189939
6657.903226,4176.889686
6658.322581,4230.773199
6658.741935,4257.288884
6659.16129,4262.170012
6659.580645,4252.231632
6660,4234.645782
6660.419355,4212.390149
6660.83871,4180.686417
6661.258065,4131.331107
6661.677419,4061.260687
6662.096774,3977.139027
6662.516129,3892.030342
6662.935484,3818.767733
6663.354839,3764.399351
6663.774194,3729.256917
6664.193548,3708.606839
6664.612903,3695.881371
6665.032258,3687.308086
6665.451613,3683.691307
6665.870968,3689.176953
6666.290323,3706.714008
6666.709677,3736.109548
6667.129032,3774.243404
6667.548387,3815.003374
6667.967742,3850.165596
6668.387097,3872.446971
6668.806452,3881.69365
6669.225806,3888.673128
6669.645161,3910.496387
6670.064516,3958.096293
6670.483871,4027.954251
6670.903226,4105.600718
6671.322581,4175.397962
6671.741935,4228.815563
6672.16129,4266.311464
6672.580645,4293.830089
6673,4317.155437
6673.40625,4337.248788
6673.8125,4350.29434
6674.21875,4352.594047
6674.625,4345.810885
6675.03125,4335.938887
6675.4375,4326.947011
6675.84375,4316.118766
6676.25,4295.265458
6676.65625,4255.842897
6677.0625,4193.13568
6677.46875,4106.155422
6677.875,3995.74084
6678.28125,3865.242172
6678.6875,3721.459905
6679.09375,3573.689545
6679.5,3431.588144
6679.90625,3304.160805
6680.3125,3197.960018
6680.71875,3116.275651
6681.125,3058.519257
6681.53125,3021.000015
6681.9375,3000.472905
6682.34375,2994.608421
6682.75,3000.793154
6683.15625,3014.234221
6683.5625,3028.50741
6683.96875,3038.762863
6684.375,3047.415366
6684.78125,3068.031581
6685.1875,3120.298926
6685.59375,3216.626428
6686,3350.99201
6686.40625,3501.974513
6686.8125,3647.111445
6687.21875,3773.91027
6687.625,3879.500458
6688.03125,3964.034345
6688.4375,4026.818743
6688.84375,4067.172141
6689.25,4086.645469
6689.65625,4089.012735
6690.0625,4077.393697
6690.46875,4053.018121
6690.875,4017.870071
6691.28125,3978.677396
6691.6875,3947.502385
6692.09375,3936.158785
6692.5,3948.391069
6692.90625,3976.998138
6693.3125,4009.551473
6693.71875,4036.880959
6694.125,4057.051334
6694.53125,4073.301753
6694.9375,4089.129227
6695.34375,4104.354611
6695.75,4113.703332
6696.15625,4107.294898
6696.5625,4074.088421
6696.96875,4007.809803
6697.375,3912.050721
6697.78125,3801.834373
6698.1875,3700.510324
6698.59375,3631.4454
6699,3606.649132
6699.40625,3619.537641
6699.8125,3648.680898
6700.21875,3671.609508
6700.625,3677.952167
6701.03125,3671.823924
6701.4375,3663.730365
6701.84375,3659.936566
6702.25,3657.426315
6702.65625,3647.688435
6703.0625,3625.368691
6703.46875,3594.815886
6703.875,3570.500591
6704.28125,3571.64085
6704.6875,3612.47121
6705.09375,3693.148145
6705.5,3797.634335
6705.90625,3900.52197
6706.3125,3978.670265
6706.71875,4020.615548
6707.125,4029.268024
6707.53125,4018.09019
6707.9375,4003.214371
6708.34375,3995.992401
6708.75,3999.984854
6709.15625,4013.12017
6709.5625,4031.886041
6709.96875,4054.154824
6710.375,4080.382432
6710.78125,4112.40736
6711.1875,4150.622639
6711.59375,4191.572708
6712,4228.434432
6712.40625,4254.655903
6712.8125,4266.999254
6713.21875,4266.016639
6713.625,4254.66581
6714.03125,4236.400191
6714.4375,4213.975225
6714.84375,4189.079203
6715.25,4163.776979
6715.65625,4141.853677
6716.0625,4128.223408
6716.46875,4125.716518
6716.875,4131.416252
6717.28125,4137.251567
6717.6875,4134.063777
6718.09375,4116.554672
6718.5,4085.053319
6718.90625,4044.038957
6719.3125,3997.3492
6719.71875,3945.549831
6720.125,3889.337119
6720.53125,3833.761384
6720.9375,3788.50426
6721.34375,3762.082091
6721.75,3758.328381
6722.15625,3778.478928
6722.5625,3823.842443
6722.96875,3891.893819
6723.375,3970.197433
6723.78125,4038.410657
6724.1875,4077.860695
6724.59375,4081.533523
6725,4056.832815
6725.375,4020.295264
6725.75,3987.956958
6726.125,3967.797087
6726.5,3959.203201
6726.875,3957.775749
6727.25,3959.426809
6727.625,3961.807643
6728,3964.238279
6728.375,3967.529671
6728.75,3973.31814
6729.125,3982.562056
6729.5,3992.084197
6729.875,3994.014013
6730.25,3979.257499
6730.625,3943.644958
6731,3893.806381
6731.375,3846.341652
6731.75,3820.175136
6732.125,3824.333981
6732.5,3853.345907
6732.875,3892.894452
6733.25,3930.688103
6733.625,3961.886225
6734,3986.799432
6734.375,4008.222195
6734.75,4030.638326
6735.125,4058.975293
6735.5,4093.800816
6735.875,4129.466707
6736.25,4156.03431
6736.625,4164.488172
6737,4150.820361
6737.375,4114.218542
6737.75,4053.688501
6738.125,3966.509554
6738.5,3848.650987
6738.875,3697.089738
6739.25,3514.788486
6739.625,3316.28311
6740,3127.431761
6740.375,2977.286151
6740.75,2882.242959
6741.125,2838.004568
6741.5,2827.968738
6741.875,2833.525163
6742.25,2839.38044
6742.625,2832.376978
6743,2800.425559
6743.375,2731.928865
6743.75,2621.363113
6744.125,2480.413655
6744.5,2346.4175
6744.875,2277.059441
6745.25,2320.482254
6745.625,2483.42691
6746,2728.382495
6746.375,3002.363123
6746.75,3262.24231
6747.125,3479.448601
6747.5,3634.703552
6747.875,3714.201218
6748.25,3714.579354
6748.625,3648.456808
6749,3544.360865
6749.387097,3438.111036
6749.774194,3358.975069
6750.16129,3319.384996
6750.548387,3317.477565
6750.935484,3349.99101
6751.322581,3416.997198
6751.709677,3513.345644
6752.096774,3619.362568
6752.483871,3706.596559
6752.870968,3754.666691
6753.258065,3762.355333
6753.645161,3744.716149
6754.032258,3720.9303
6754.419355,3704.500417
6754.806452,3701.005571
6755.193548,3712.780487
6755.580645,3744.457883
6755.967742,3801.317834
6756.354839,3881.953642
6756.741935,3973.812832
6757.129032,4058.375597
6757.516129,4121.337463
6757.903226,4159.649285
6758.290323,4179.600568
6758.677419,4188.654784
6759.064516,4190.868793
6759.451613,4188.441762
6759.83871,4185.830765
6760.225806,4189.077713
6760.612903,4200.88209
6761,4217.96123
6761.387097,4234.48765
6761.774194,4246.765849
6762.16129,4252.035182
6762.548387,4248.031526
6762.935484,4235.497005
6763.322581,4219.876312
6763.709677,4208.835802
6764.096774,4205.863438
6764.483871,4207.201071
6764.870968,4204.073966
6765.258065,4188.917172
6765.645161,4160.345965
6766.032258,4124.395547
6766.419355,4091.645005
6766.806452,4069.375403
6767.193548,4056.351485
6767.580645,4044.967817
6767.967742,4028.66268
6768.354839,4006.630917
6768.741935,3982.09838
6769.129032,3957.998783
6769.516129,3934.878668
6769.903226,3913.789583
6770.290323,3896.905698
6770.677419,3883.110431
6771.064516,3865.133687
6771.451613,3833.443098
6771.83871,3785.485591
6772.225806,3730.578975
6772.612903,3685.777739
6773,3664.350829
6773.370968,3666.718301
6773.741935,3681.188969
6774.112903,3691.745497
6774.483871,3688.128072
6774.854839,3669.027872
6775.225806,3636.682671
6775.596774,3589.868397
6775.967742,3523.006409
6776.33871,3430.978964
6776.709677,3314.679366
6777.080645,3183.277429
6777.451613,3053.60293
6777.822581,2944.702738
6778.193548,2871.552644
6778.564516,2840.850641
6778.935484,2848.878059
6779.306452,2883.374908
6779.677419,2925.910426
6780.048387,2958.303217
6780.419355,2967.699536
6780.790323,2949.683945
6781.16129,2908.342347
6781.532258,2854.474637
6781.903226,2804.884085
6782.274194,2774.618989
6782.645161,2773.537332
6783.016129,2808.323451
6783.387097,2883.846087
6783.758065,2996.034539
6784.129032,3125.147763
6784.5,3244.730997
6784.870968,3335.251852
6785.241935,3394.81532
6785.612903,3434.594186
6785.983871,3467.365158
6786.354839,3499.973814
6786.725806,3531.432373
6787.096774,3557.717948
6787.467742,3576.740617
6787.83871,3593.558082
6788.209677,3619.128218
6788.580645,3663.848355
6788.951613,3729.731722
6789.322581,3806.28658
6789.693548,3878.848185
6790.064516,3937.563004
6790.435484,3979.51666
6790.806452,4005.264878
6791.177419,4018.145924
6791.548387,4026.34873
6791.919355,4039.178844
6792.290323,4060.100033
6792.66129,4080.204711
6793.032258,4083.242598
6793.403226,4057.262092
6793.774194,4002.06155
6794.145161,3929.83619
6794.516129,3858.87383
6794.887097,3804.617738
6795.258065,3769.976064
6795.629032,3746.065255
6796,3722.104903
6796.34375,3694.499024
6796.6875,3668.906469
6797.03125,3652.869739
6797.375,3649.556103
6797.71875,3657.582832
6798.0625,3675.270133
6798.40625,3701.912961
6798.75,3735.011675
6799.09375,3770.38296
6799.4375,3804.136267
6799.78125,3837.130572
6800.125,3872.876079
6800.46875,3911.543494
6800.8125,3947.200614
6801.15625,3971.04906
6801.5,3978.401983
6801.84375,3969.179868
6802.1875,3946.035475
6802.53125,3912.185772
6802.875,3872.760737
6803.21875,3834.828588
6803.5625,3803.278931
6803.90625,3778.517468
6804.25,3756.358799
6804.59375,3731.988052
6804.9375,3702.764661
6805.28125,3669.899384
6805.625,3638.795156
6805.96875,3616.191473
6806.3125,3606.531864
6806.65625,3608.845441
6807,3619.717192
6807.34375,3637.858649
6807.6875,3665.489855
6808.03125,3704.677883
6808.375,3752.236581
6808.71875,3801.600001
6809.0625,3848.460588
6809.40625,3893.355998
6809.75,3936.476131
6810.09375,3974.185058
6810.4375,4001.034802
6810.78125,4015.112531
6811.125,4018.399303
6811.46875,4011.654373
6811.8125,3990.868221
6812.15625,3949.586037
6812.5,3886.228542
6812.84375,3807.366903
6813.1875,3726.462348
6813.53125,3658.52994
6813.875,3616.403547
6814.21875,3607.208785
6814.5625,3629.223955
6814.90625,3672.228324
6815.25,3722.50058
6815.59375,3771.118705
6815.9375,3815.8726
6816.28125,3854.392482
6816.625,3876.281579
6816.96875,3863.568705
6817.3125,3800.491932
6817.65625,3685.080994
6818,3538.185094
6818.33871,3401.16055
6818.677419,3317.193888
6819.016129,3305.577909
6819.354839,3350.793144
6819.693548,3419.059927
6820.032258,3482.012751
6820.370968,3526.997607
6820.709677,3548.593724
6821.048387,3540.136854
6821.387097,3495.730104
6821.725806,3417.644861
6822.064516,3320.679022
6822.403226,3225.87492
6822.741935,3151.403454
6823.080645,3109.470267
6823.419355,3111.231812
6823.758065,3167.479548
6824.096774,3280.340022
6824.435484,3435.175848
6824.774194,3602.17516
6825.112903,3749.732946
6825.451613,3859.537881
6825.790323,3931.488383
6826.129032,3976.058931
6826.467742,4001.670819
6826.806452,4008.108839
6827.145161,3990.986576
6827.483871,3952.307437
6827.822581,3904.322189
6828.16129,3862.686431
6828.5,3837.956935
6828.83871,3832.590588
6829.177419,3843.427152
6829.516129,3864.684918
6829.854839,3889.685749
6830.193548,3912.214665
6830.532258,3926.639448
6830.870968,3928.859514
6831.209677,3917.993905
6831.548387,3898.067367
