,TVD,PP,FP,PP_ED,FP_ED,PP_ED_SF,FP_ED_SF,MW
12377,6188.5,3174.205298,4607.470069,9.863845773,14.31771732,10.36384577,13.81771732,10.9
12378,6189,3175.131576,4607.392715,9.865927068,14.31632026,10.36592707,13.81632026,10.9
12379,6189.5,3175.928742,4607.600669,9.867606872,14.31580987,10.36760687,13.81580987,10.9
12380,6190,3176.413022,4608.289178,9.868314346,14.31679252,10.36831435,13.81679252,10.9
12381,6190.5,3176.50397,4609.949533,9.867799824,14.32079406,10.36779982,13.82079406,10.9
12382,6191,3176.098934,4612.815208,9.865744735,14.32853897,10.36574473,13.82853897,10.9
12383,6191.5,3174.967859,4616.209376,9.861434904,14.33792413,10.3614349,13.83792413,10.9
12384,6192,3172.936985,4619.867319,9.854331224,14.34812698,10.35433122,13.84812698,10.9
12385,6192.5,3170.370975,4625.181186,9.845566831,14.36347066,10.34556683,13.86347066,10.9
12386,6193,3168.299088,4632.933456,9.838338224,14.38638368,10.33833822,13.88638368,10.9
12387,6193.5,3167.561597,4639.598645,9.835254073,14.40591764,10.33525407,13.90591764,10.9
12388,6194,3168.028857,4640.695497,9.835910859,14.40816018,10.33591086,13.90816018,10.9
12389,6194.5,3168.893374,4637.097509,9.837800823,14.39582728,10.33780082,13.89582728,10.9
12390,6195,3169.493826,4633.282039,9.838870759,14.38282125,10.33887076,13.88282125,10.9
12391,6195.5,3169.740381,4631.677326,9.838842029,14.3766795,10.33884203,13.8766795,10.9
12392,6196,3169.845758,4631.585227,9.838375125,14.37523348,10.33837512,13.87523348,10.9
12393,6196.5,3170.007148,4631.703388,9.838082129,14.37444025,10.33808213,13.87444025,10.9
12394,6197,3170.29082,4631.698476,9.838168656,14.37326522,10.33816866,13.87326522,10.9
12395,6197.5,3170.638911,4631.603402,9.838455055,14.3718106,10.33845506,13.8718106,10.9
12396,6198,3170.966806,4631.314602,9.83867875,14.36975514,10.33867875,13.86975514,10.9
12397,6198.5,3171.23801,4630.705295,9.838726523,14.36670564,10.33872652,13.86670564,10.9
12398,6199,3171.462646,4629.761328,9.838629824,14.36261844,10.33862982,13.86261844,10.9
12399,6199.5,3171.640524,4628.870133,9.838388096,14.35869559,10.3383881,13.85869559,10.9
12400,6200,3171.762436,4628.371366,9.837972818,14.35599059,10.33797282,13.85599059,10.9
12401,6200.5,3171.913093,4627.601622,9.837646755,14.35244559,10.33764676,13.85244559,10.9
12402,6201,3172.436201,4625.397334,9.838475808,14.3444523,10.33847581,13.8444523,10.9
12403,6201.5,3173.871599,4621.624634,9.842133723,14.33159668,10.34213372,13.83159668,10.9
12404,6202,3176.457504,4616.708191,9.849358471,14.31519668,10.34935847,13.81519668,10.9
12405,6202.5,3179.664292,4610.460013,9.85850709,14.2946703,10.35850709,13.7946703,10.9
12406,6203,3182.23422,4603.306481,9.865679819,14.27134042,10.36567982,13.77134042,10.9
12407,6203.5,3183.12441,4598.592859,9.867644227,14.25557799,10.36764423,13.75557799,10.9
12408,6204,3182.530112,4598.390177,9.865006794,14.25380083,10.36500679,13.75380083,10.9
12409,6204.5,3181.639404,4600.143388,9.861451067,14.25808621,10.36145107,13.75808621,10.9
12410,6205,3181.371542,4601.419568,9.859826262,14.26089248,10.35982626,13.76089248,10.9
12411,6205.5,3181.730851,4601.943788,9.860145315,14.26136798,10.36014532,13.76136798,10.9
12412,6206,3182.35847,4601.943066,9.861295739,14.26021674,10.36129574,13.76021674,10.9
12413,6206.5,3183.006862,4601.565807,9.86251034,14.257899,10.36251034,13.757899,10.9
12414,6207,3183.50077,4601.036683,9.863246117,14.25511111,10.36324612,13.75511111,10.9
12415,6207.5,3183.650787,4600.831895,9.862916406,14.25332846,10.36291641,13.75332846,10.9
12416,6208,3183.292765,4601.232628,9.861012977,14.25342185,10.36101298,13.75342185,10.9
12417,6208.5,3182.23039,4602.199562,9.856928124,14.25526902,10.35692812,13.75526902,10.9
12418,6209,3180.102092,4604.169799,9.849542514,14.26022337,10.34954251,13.76022337,10.9
12419,6209.5,3176.476659,4608.201118,9.837521475,14.27156007,10.33752148,13.77156007,10.9
12420,6210,3171.203507,4614.834549,9.82039981,14.29095302,10.32039981,13.79095302,10.9
12421,6210.5,3164.727885,4623.597985,9.799557466,14.31693839,10.29955747,13.81693839,10.9
12422,6211,3158.01911,4632.954042,9.777996577,14.34475447,10.27799658,13.84475447,10.9
12423,6211.5,3152.131416,4641.023817,9.758981221,14.36858376,10.25898122,13.86858376,10.9
12424,6212,3147.879785,4646.376766,9.745033758,14.38399861,10.24503376,13.88399861,10.9
12425,6212.5,3145.628874,4648.468415,9.737281764,14.38931563,10.23728176,13.88931563,10.9
12426,6213,3145.311028,4647.465866,9.735514333,14.3850545,10.23551433,13.8850545,10.9
12427,6213.5,3146.627001,4643.752199,9.738803848,14.37240314,10.23880385,13.87240314,10.9
12428,6214,3148.909919,4638.714046,9.745085288,14.35565487,10.24508529,13.85565487,10.9
12429,6214.5,3151.121901,4634.80055,9.751146207,14.34238954,10.25114621,13.84238954,10.9
12430,6215,3152.542337,4633.031033,9.754756908,14.33576036,10.25475691,13.83576036,10.9
12431,6215.5,3153.228478,4632.813137,9.756095115,14.33393296,10.25609511,13.83393296,10.9
12432,6216,3153.572309,4633.608242,9.756374089,14.33523983,10.25637409,13.83523983,10.9
12433,6216.5,3153.869611,4635.264931,9.756509075,14.33921181,10.25650908,13.83921181,10.9
12434,6217,3154.299349,4637.526632,9.757053703,14.3450546,10.2570537,13.8450546,10.9
12435,6217.5,3154.971786,4640.050941,9.758348909,14.3517087,10.25834891,13.8517087,10.9
12436,6218,3155.993784,4642.599769,9.760725015,14.35843757,10.26072502,13.85843757,10.9
12437,6218.5,3157.561386,4644.677308,9.764788028,14.36370788,10.26478803,13.86370788,10.9
12438,6219,3159.963802,4645.342618,9.771431847,14.36461037,10.27143185,13.86461037,10.9
12439,6219.5,3163.382982,4643.808073,9.781218444,14.35871073,10.28121844,13.85871073,10.9
12440,6220,3167.65657,4640.466757,9.793645095,14.34722594,10.2936451,13.84722594,10.9
12441,6220.5,3172.390545,4637.129044,9.807493043,14.33575413,10.30749304,13.83575413,10.9
12442,6221,3177.231233,4635.263596,9.821668643,14.32883532,10.32166864,13.82883532,10.9
12443,6221.5,3181.823906,4634.440055,9.835075347,14.32513819,10.33507535,13.82513819,10.9
12444,6222,3185.612306,4634.120551,9.845994071,14.3229995,10.34599407,13.8229995,10.9
12445,6222.5,3188.11538,4634.549856,9.852938715,14.32317538,10.35293871,13.82317538,10.9
12446,6223,3189.350098,4635.917177,9.855962676,14.32624995,10.35596268,13.82624995,10.9
12447,6223.5,3189.738825,4638.253671,9.856372017,14.33231879,10.35637202,13.83231879,10.9
12448,6224,3189.695996,4641.617986,9.855447882,14.3415624,10.35544788,13.8415624,10.9
12449,6224.5,3189.371004,4645.306423,9.853652143,14.3518059,10.35365214,13.8518059,10.9
12450,6225,3188.729258,4648.195511,9.850878151,14.35957835,10.35087815,13.85957835,10.9
12451,6225.5,3187.794781,4649.783688,9.847200353,14.36333099,10.34720035,13.86333099,10.9
12452,6226,3186.744947,4650.207258,9.84316683,14.36348581,10.34316683,13.86348581,10.9
12453,6226.5,3185.780966,4649.614113,9.839399112,14.36050045,10.33939911,13.86050045,10.9
12454,6227,3185.004447,4648.309825,9.836210938,14.35531934,10.33621094,13.85531934,10.9
12455,6227.5,3184.446488,4647.009173,9.8336982,14.35015031,10.3336982,13.85015031,10.9
12456,6228,3184.142283,4646.350011,9.831969403,14.34696288,10.3319694,13.84696288,10.9
12457,6228.5,3184.130639,4646.564471,9.831144178,14.34647332,10.33114418,13.84647332,10.9
12458,6229,3184.483564,4647.220708,9.831444621,14.34734773,10.33144462,13.84734773,10.9
12459,6229.5,3185.412152,4647.113661,9.833522114,14.3458657,10.33352211,13.8458657,10.9
12460,6230,3187.225778,4644.742696,9.838331208,14.33739565,10.33833121,13.83739565,10.9
12461,6230.5,3189.920855,4639.010447,9.845860177,14.31855218,10.34586018,13.81855218,10.9
12462,6231,3192.852133,4630.926363,9.854116924,14.29245325,10.35411692,13.79245325,10.9
12463,6231.5,3195.179696,4623.788112,9.860509249,14.26927741,10.36050925,13.76927741,10.9
12464,6232,3196.575736,4619.780499,9.864026045,14.25576583,10.36402605,13.75576583,10.9
12465,6232.5,3197.25155,4618.443338,9.865319974,14.25049628,10.36531997,13.75049628,10.9
12466,6233,3197.506804,4618.196865,9.865316133,14.24859268,10.36531613,13.74859268,10.9
12467,6233.5,3197.561846,4617.893872,9.864694627,14.24651502,10.36469463,13.74651502,10.9
12468,6234,3197.627793,4617.11007,9.864106861,14.24295449,10.36410686,13.74295449,10.9
12469,6234.5,3197.84807,4615.919889,9.863995231,14.23814102,10.36399523,13.73814102,10.9
12470,6235,3198.141438,4614.851338,9.864109057,14.23370347,10.36410906,13.73370347,10.9
12471,6235.5,3197.955545,4615.080604,9.862744783,14.2332692,10.36274478,13.7332692,10.9
12472,6236,3196.405215,4618.322679,9.857173036,14.24212599,10.35717304,13.74212599,10.9
12473,6236.5,3193.347315,4625.729317,9.846953465,14.26382314,10.34695347,13.76382314,10.9
12474,6237,3190.074292,4635.184453,9.836072236,14.29183302,10.33607224,13.79183302,10.9
12475,6237.5,3188.035443,4642.332767,9.828997819,14.31272627,10.32899782,13.81272627,10.9
12476,6238,3187.382027,4645.556223,9.826195609,14.32151646,10.32619561,13.82151646,10.9
12477,6238.5,3187.420329,4646.186624,9.825526135,14.3223119,10.32552614,13.8223119,10.9
12478,6239,3187.622873,4646.264867,9.825363019,14.32140527,10.32536302,13.82140527,10.9
12479,6239.5,3187.821263,4647.414209,9.825187122,14.32380001,10.32518712,13.82380001,10.9
12480,6240,3187.939777,4650.338872,9.824765092,14.33166565,10.32476509,13.83166565,10.9
12481,6240.5,3187.7296,4654.739895,9.82333023,14.3440796,10.32333023,13.8440796,10.9
12482,6241,3186.758528,4660.180031,9.819551008,14.35969344,10.31955101,13.85969344,10.9
12483,6241.5,3184.88851,4667.092785,9.813002637,14.37984208,10.31300264,13.87984208,10.9
12484,6242,3182.758798,4675.242646,9.805655231,14.40379885,10.30565523,13.90379885,10.9
12485,6242.5,3181.30443,4682.07544,9.800389483,14.4236944,10.30038948,13.9236944,10.9
12486,6243,3180.894142,4685.762278,9.798340732,14.43389605,10.29834073,13.93389605,10.9
12487,6243.5,3181.232553,4687.002163,9.798598397,14.43655914,10.2985984,13.93655914,10.9
12488,6244,3181.870027,4687.527882,9.799777101,14.43702226,10.2997771,13.93702226,10.9
12489,6244.5,3182.579133,4688.591879,9.801176215,14.439143,10.30117621,13.939143,10.9
12490,6245,3183.45286,4689.975576,9.803082035,14.44224788,10.30308204,13.94224788,10.9
12491,6245.5,3185.004829,4690.314732,9.807075954,14.44213598,10.30707595,13.94213598,10.9
12492,6246,3187.990903,4688.097936,9.815484688,14.43415458,10.31548469,13.93415458,10.9
12493,6246.5,3192.42769,4682.554882,9.828358311,14.4159341,10.32835831,13.9159341,10.9
12494,6247,3196.95099,4675.49824,9.841496196,14.3930571,10.3414962,13.8930571,10.9
12495,6247.5,3200.063022,4670.606054,9.850287876,14.37684629,10.35028788,13.87684629,10.9
12496,6248,3201.557902,4669.236061,9.854100703,14.37147906,10.3541007,13.87147906,10.9
12497,6248.5,3202.112515,4670.403517,9.855019098,14.3739221,10.3550191,13.8739221,10.9
12498,6249,3202.299989,4672.269305,9.854807505,14.37851381,10.3548075,13.87851381,10.9
12499,6249.5,3202.353985,4673.04301,9.854185213,14.37974426,10.35418521,13.87974426,10.9
12500,6250,3202.372605,4672.229831,9.853454169,14.37609179,10.35345417,13.87609179,10.9
12501,6250.5,3202.551657,4670.859898,9.853216842,14.37072695,10.35321684,13.87072695,10.9
12502,6251,3203.252785,4670.166472,9.85458568,14.3674442,10.35458568,13.8674442,10.9
12503,6251.5,3204.644685,4669.608524,9.858079246,14.36457873,10.35807925,13.86457873,10.9
12504,6252,3206.237336,4667.805175,9.86218975,14.35788294,10.36218975,13.85788294,10.9
12505,6252.5,3207.212413,4665.646686,9.864400127,14.35009592,10.36440013,13.85009592,10.9
12506,6253,3207.15992,4664.693417,9.863449913,14.34601673,10.36344991,13.84601673,10.9
12507,6253.5,3206.125333,4664.883805,9.859479717,14.34545517,10.35947972,13.84545517,10.9
12508,6254,3204.174605,4665.180539,9.852693061,14.34522072,10.35269306,13.84522072,10.9
12509,6254.5,3201.369534,4664.797253,9.843280636,14.34289543,10.34328064,13.84289543,10.9
12510,6255,3198.122259,4664.038593,9.832510173,14.33941645,10.33251017,13.83941645,10.9
12511,6255.5,3195.241197,4663.537303,9.822867253,14.33672923,10.32286725,13.83672923,10.9
12512,6256,3193.376896,4663.504503,9.816351367,14.33548256,10.31635137,13.83548256,10.9
12513,6256.5,3192.462471,4663.646606,9.812756184,14.3347737,10.31275618,13.8347737,10.9
12514,6257,3191.859928,4663.995219,9.810120137,14.33469965,10.31012014,13.83469965,10.9
12515,6257.5,3190.773144,4665.188307,9.805996324,14.33722089,10.30599632,13.83722089,10.9
12516,6258,3188.520217,4667.895378,9.798289625,14.34439419,10.29828962,13.84439419,10.9
12517,6258.5,3185.138309,4671.98701,9.78711509,14.35582073,10.28711509,13.85582073,10.9
12518,6259,3181.761767,4676.707694,9.775958826,14.36917821,10.27595883,13.86917821,10.9
12519,6259.5,3179.698912,4681.363108,9.768840323,14.38233303,10.26884032,13.88233303,10.9
12520,6260,3179.289165,4685.015977,9.766801318,14.39240593,10.26680132,13.89240593,10.9
12521,6260.5,3180.048329,4686.672062,9.768353254,14.39634357,10.26835325,13.89634357,10.9
12522,6261,3181.407592,4685.792551,9.771748159,14.39249245,10.27174816,13.89249245,10.9
12523,6261.5,3182.983049,4683.056997,9.775806512,14.38294153,10.27580651,13.88294153,10.9
12524,6262,3184.553817,4680.472977,9.779849819,14.37385751,10.27984982,13.87385751,10.9
12525,6262.5,3186.07209,4679.675142,9.783731275,14.37025992,10.28373128,13.87025992,10.9
12526,6263,3187.668154,4680.862584,9.787850976,14.37275877,10.28785098,13.87275877,10.9
12527,6263.5,3189.606016,4683.431851,9.793019435,14.37949982,10.29301944,13.87949982,10.9
12528,6264,3192.189282,4686.967491,9.800168489,14.38920661,10.30016849,13.88920661,10.9
12529,6264.5,3195.546046,4691.360481,9.809690888,14.40154374,10.30969089,13.90154374,10.9
12530,6265,3199.328225,4696.187214,9.820517605,14.41521031,10.32051761,13.91521031,10.9
12531,6265.5,3202.712144,4700.534536,9.830120207,14.42740323,10.33012021,13.92740323,10.9
12532,6266,3204.986471,4703.538998,9.836315865,14.43547287,10.33631587,13.93547287,10.9
12533,6266.5,3206.175731,4705.243562,9.839180658,14.43955208,10.33918066,13.93955208,10.9
12534,6267,3206.942155,4706.174559,9.84074749,14.44125689,10.34074749,13.94125689,10.9
12535,6267.5,3208.147183,4706.273197,9.843659854,14.44040747,10.34365985,13.94040747,10.9
12536,6268,3210.558185,4704.502699,9.850271788,14.43382351,10.35027179,13.93382351,10.9
12537,6268.5,3214.239546,4700.120013,9.860779924,14.41922682,10.36077992,13.91922682,10.9
12538,6269,3218.138123,4694.158081,9.871952721,14.39978797,10.37195272,13.89978797,10.9
12539,6269.5,3220.97081,4688.692518,9.879854269,14.38187476,10.37985427,13.88187476,10.9
12540,6270,3222.363034,4684.898381,9.883336505,14.36909085,10.38333651,13.86909085,10.9
12541,6270.5,3222.637645,4682.8773,9.883390616,14.3617467,10.38339062,13.8617467,10.9
12542,6271,3221.935903,4682.325779,9.880450617,14.3589103,10.38045062,13.8589103,10.9
12543,6271.5,3220.091883,4683.100608,9.874008437,14.36014145,10.37400844,13.86014145,10.9
12544,6272,3217.289004,4685.232838,9.864627295,14.36553436,10.36462729,13.86553436,10.9
12545,6272.5,3214.405967,4687.977356,9.855001892,14.37280362,10.35500189,13.87280362,10.9
12546,6273,3212.376259,4689.815495,9.847994024,14.37729309,10.34799402,13.87729309,10.9
12547,6273.5,3211.429999,4689.911818,9.844308475,14.37644248,10.34430848,13.87644248,10.9
12548,6274,3211.220174,4688.7429,9.842880795,14.37171385,10.3428808,13.87171385,10.9
12549,6274.5,3211.375675,4687.076275,9.842573038,14.36546055,10.34257304,13.86546055,10.9
12550,6275,3211.736632,4685.514967,9.842894981,14.35953101,10.34289498,13.85953101,10.9
12551,6275.5,3212.279573,4684.825687,9.843774549,14.35627467,10.34377455,13.85627467,10.9
12552,6276,3212.98555,4685.235089,9.845153547,14.3563854,10.34515355,13.8563854,10.9
12553,6276.5,3213.807459,4685.95927,9.846887533,14.35746058,10.34688753,13.85746058,10.9
12554,6277,3214.708775,4685.926758,9.848864522,14.35621732,10.34886452,13.85621732,10.9
12555,6277.5,3215.650841,4684.93424,9.850966029,14.35203333,10.35096603,13.85203333,10.9
12556,6278,3216.546373,4683.635479,9.852924661,14.34691192,10.35292466,13.84691192,10.9
12557,6278.5,3217.27462,4682.927546,9.854370592,14.34360101,10.35437059,13.84360101,10.9
12558,6279,3217.759691,4683.042132,9.855071516,14.34280977,10.35507152,13.84280977,10.9
12559,6279.5,3218.050724,4683.643096,9.855178093,14.34350817,10.35517809,13.84350817,10.9
12560,6280,3218.27293,4684.497941,9.855073892,14.3449839,10.35507389,13.8449839,10.9
12561,6280.5,3218.6014,4685.399402,9.855295082,14.34660213,10.35529508,13.84660213,10.9
12562,6281,3219.386169,4685.692452,9.856913307,14.3463573,10.35691331,13.8463573,10.9
12563,6281.5,3221.039224,4684.524809,9.861189524,14.34164062,10.36118952,13.84164062,10.9
12564,6282,3223.486553,4681.423511,9.867896534,14.33100529,10.36789653,13.83100529,10.9
12565,6282.5,3225.852394,4677.185653,9.874353038,14.31689263,10.37435304,13.81689263,10.9
12566,6283,3227.075524,4673.209773,9.87731095,14.30358407,10.37731095,13.80358407,10.9
12567,6283.5,3226.650874,4670.515805,9.875225327,14.29420095,10.37522533,13.79420095,10.9
12568,6284,3224.566697,4669.590496,9.868061428,14.2902319,10.36806143,13.7902319,10.9
12569,6284.5,3221.024979,4670.825987,9.856438548,14.29287559,10.35643855,13.79287559,10.9
12570,6285,3216.60673,4673.823302,9.842135517,14.30090968,10.34213552,13.80090968,10.9
12571,6285.5,3212.415171,4676.519443,9.828528331,14.30802104,10.32852833,13.80802104,10.9
12572,6286,3209.432835,4677.384918,9.818622686,14.3095307,10.31862269,13.8095307,10.9
12573,6286.5,3207.855725,4677.151486,9.813017288,14.3076785,10.31301729,13.8076785,10.9
12574,6287,3207.243608,4677.089269,9.810364512,14.30635031,10.31036451,13.80635031,10.9
12575,6287.5,3207.099588,4677.422286,9.809143869,14.30623118,10.30914387,13.80623118,10.9
12576,6288,3207.16601,4677.96798,9.808567021,14.30676252,10.30856702,13.80676252,10.9
12577,6288.5,3207.362987,4678.865068,9.808389511,14.30836835,10.30838951,13.80836835,10.9
12578,6289,3207.670112,4680.388609,9.808548846,14.31188953,10.30854885,13.81188953,10.9
12579,6289.5,3208.057364,4682.507691,9.808953151,14.31723107,10.30895315,13.81723107,10.9
12580,6290,3208.525772,4684.901931,9.809605517,14.32341302,10.30960552,13.82341302,10.9
12581,6290.5,3209.135631,4687.318028,9.810690208,14.32966081,10.31069021,13.82966081,10.9
12582,6291,3209.930843,4690.096807,9.812341328,14.33701627,10.31234133,13.83701627,10.9
12583,6291.5,3210.886456,4693.359534,9.814482471,14.34584982,10.31448247,13.84584982,10.9
12584,6292,3211.923025,4696.644622,9.816870706,14.3547503,10.31687071,13.8547503,10.9
12585,6292.5,3212.975801,4699.38952,9.819308094,14.36199847,10.31930809,13.86199847,10.9
12586,6293,3214.016931,4701.693878,9.821709504,14.36789925,10.3217095,13.86789925,10.9
12587,6293.5,3215.126881,4703.528625,9.824320823,14.37236411,10.32432082,13.87236411,10.9
12588,6294,3216.679791,4704.183684,9.828285153,14.37322384,10.32828515,13.87322384,10.9
12589,6294.5,3219.262277,4702.842337,9.835394382,14.36798407,10.33539438,13.86798407,10.9
12590,6295,3222.992563,4699.411967,9.84600893,14.35636331,10.34600893,13.85636331,10.9
12591,6295.5,3227.014252,4695.173917,9.857511934,14.3422772,10.35751193,13.8422772,10.9
12592,6296,3230.239653,4691.828919,9.866580896,14.33092109,10.3665809,13.83092109,10.9
12593,6296.5,3232.286614,4689.976476,9.872049228,14.32412536,10.37204923,13.82412536,10.9
12594,6297,3233.455965,4689.53108,9.874836505,14.32162776,10.37483651,13.82162776,10.9
12595,6297.5,3234.179822,4690.291392,9.87626293,14.32281245,10.37626293,13.82281245,10.9
12596,6298,3234.717101,4692.036117,9.877119417,14.32700282,10.37711942,13.82700282,10.9
12597,6298.5,3235.172781,4694.256669,9.87772663,14.33264535,10.37772663,13.83264535,10.9
12598,6299,3235.578429,4696.400669,9.878180997,14.33805326,10.378181,13.83805326,10.9
12599,6299.5,3235.934654,4698.039046,9.878484416,14.34191678,10.37848442,13.84191678,10.9
12600,6300,3236.223808,4699.103826,9.878583053,14.34402877,10.37858305,13.84402877,10.9
12601,6300.5,3236.428996,4699.727592,9.878425388,14.34479434,10.37842539,13.84479434,10.9
12602,6301,3236.554405,4699.877857,9.87802426,14.34411466,10.37802426,13.84411466,10.9
12603,6301.5,3236.633505,4699.542033,9.877481872,14.34195165,10.37748187,13.84195165,10.9
12604,6302,3236.716726,4698.968909,9.876952146,14.33906486,10.37695215,13.83906486,10.9
12605,6302.5,3236.86295,4698.538279,9.876614744,14.33661331,10.37661474,13.83661331,10.9
12606,6303,3237.136759,4698.256478,9.876666664,14.33461623,10.37666666,13.83461623,10.9
12607,6303.5,3237.486591,4698.249644,9.876950507,14.33345835,10.37695051,13.83345835,10.9
12608,6304,3237.447082,4699.085901,9.876046595,14.33487255,10.37604659,13.83487255,10.9
12609,6304.5,3236.1133,4701.646343,9.871194873,14.34154585,10.37119487,13.84154585,10.9
12610,6305,3232.873642,4706.84388,9.860530844,14.35626145,10.36053084,13.85626145,10.9
12611,6305.5,3228.111072,4714.902757,9.845223865,14.37970135,10.34522386,13.87970135,10.9
12612,6306,3222.810436,4724.335494,9.828278429,14.40732725,10.32827843,13.90732725,10.9
12613,6306.5,3217.673881,4732.966877,9.81183602,14.43250516,10.31183602,13.93250516,10.9
12614,6307,3212.877117,4739.780994,9.796432283,14.45213802,10.29643228,13.95213802,10.9
12615,6307.5,3208.453801,4744.848948,9.782169582,14.46644394,10.28216958,13.96644394,10.9
12616,6308,3204.641057,4748.072939,9.769770551,14.47512603,10.26977055,13.97512603,10.9
12617,6308.5,3201.734572,4748.971931,9.760136116,14.47671923,10.26013612,13.97671923,10.9
12618,6309,3199.824175,4747.830058,9.753539435,14.47209133,10.25353944,13.97209133,10.9
12619,6309.5,3198.78664,4746.013654,9.749604197,14.46540825,10.2496042,13.96540825,10.9
12620,6310,3198.417168,4744.813746,9.747705619,14.4606051,10.24770562,13.9606051,10.9
12621,6310.5,3198.502322,4744.385159,9.747192779,14.45815326,10.24719278,13.95815326,10.9
12622,6311,3198.841818,4744.302636,9.747455047,14.45675632,10.24745505,13.95675632,10.9
12623,6311.5,3199.287441,4744.206204,9.748040637,14.45531723,10.24804064,13.95531723,10.9
12624,6312,3199.745913,4743.788791,9.748665281,14.45290043,10.24866528,13.95290043,10.9
12625,6312.5,3200.198126,4742.918725,9.749270757,14.44910503,10.24927076,13.94910503,10.9
12626,6313,3200.771136,4741.930325,9.750244113,14.44494975,10.25024411,13.94494975,10.9
12627,6313.5,3201.75925,4740.899895,9.75248171,14.44066711,10.25248171,13.94066711,10.9
12628,6314,3203.590828,4739.265592,9.757287919,14.43454592,10.25728792,13.93454592,10.9
12629,6314.5,3206.647213,4736.614769,9.765823511,14.42532989,10.26582351,13.92532989,10.9
12630,6315,3210.894555,4733.184211,9.777984514,14.41374082,10.27798451,13.91374082,10.9
12631,6315.5,3215.784289,4729.745912,9.792099685,14.40213002,10.29209968,13.90213002,10.9
12632,6316,3220.718919,4726.390931,9.806349316,14.39077475,10.30634932,13.89077475,10.9
12633,6316.5,3225.460453,4722.913969,9.820008809,14.37904989,10.32000881,13.87904989,10.9
12634,6317,3230.014824,4719.503972,9.833096358,14.36753075,10.33309636,13.86753075,10.9
12635,6317.5,3234.31264,4716.120673,9.845400871,14.35609471,10.34540087,13.85609471,10.9
12636,6318,3238.026438,4712.808214,9.855925798,14.3448761,10.3559258,13.8448761,10.9
12637,6318.5,3240.760858,4710.227958,9.863468258,14.33588777,10.36346826,13.83588777,10.9
12638,6319,3242.275387,4708.816133,9.867297002,14.33045678,10.367297,13.83045678,10.9
12639,6319.5,3242.480666,4708.123946,9.86714098,14.32721657,10.36714098,13.82721657,10.9
12640,6320,3241.425954,4707.650908,9.863151029,14.32464371,10.36315103,13.82464371,10.9
12641,6320.5,3239.515463,4707.486941,9.856557914,14.32301163,10.35655791,13.82301163,10.9
12642,6321,3237.574966,4707.57489,9.84987455,14.32214623,10.34987455,13.82214623,10.9
12643,6321.5,3236.329135,4707.632848,9.845305505,14.32118974,10.34530551,13.82118974,10.9
12644,6322,3235.919251,4707.758237,9.843280032,14.32043851,10.34328003,13.82043851,10.9
12645,6322.5,3236.056888,4708.269994,9.842920243,14.32086259,10.34292024,13.82086259,10.9
12646,6323,3236.419027,4709.144628,9.84324331,14.32239026,10.34324331,13.82239026,10.9
12647,6323.5,3236.816809,4710.372887,9.843674721,14.32499312,10.34367472,13.82499312,10.9
12648,6324,3237.210793,4712.398363,9.844094514,14.33001984,10.34409451,13.83001984,10.9
12649,6324.5,3237.698071,4715.179238,9.844797919,14.33734269,10.34479792,13.83734269,10.9
12650,6325,3238.445,4717.630984,9.846290667,14.34366368,10.34629067,13.84366368,10.9
12651,6325.5,3239.514677,4718.088956,9.848764393,14.34392221,10.34876439,13.84392221,10.9
12652,6326,3240.735932,4716.507163,9.851698522,14.3379799,10.35169852,13.8379799,10.9
12653,6326.5,3241.863141,4714.237196,9.854346311,14.32994667,10.35434631,13.82994667,10.9
12654,6327,3242.798361,4712.232729,9.856410137,14.3227217,10.35641014,13.8227217,10.9
12655,6327.5,3243.590103,4710.99791,9.858037575,14.317837,10.35803758,13.817837,10.9
12656,6328,3244.33671,4710.740012,9.859527587,14.31592195,10.35952759,13.81592195,10.9
12657,6328.5,3245.150256,4711.32277,9.861220777,14.31656174,10.36122078,13.81656174,10.9
12658,6329,3246.190331,4712.637879,9.863602013,14.31942669,10.36360201,13.81942669,10.9
12659,6329.5,3247.671824,4714.548991,9.867324021,14.32410201,10.36732402,13.82410201,10.9
12660,6330,3249.75017,4716.330192,9.872858702,14.32838192,10.3728587,13.82838192,10.9
12661,6330.5,3252.223847,4717.207419,9.879593442,14.32991506,10.37959344,13.82991506,10.9
12662,6331,3254.421623,4717.229225,9.885489057,14.32884957,10.38548906,13.82884957,10.9
12663,6331.5,3255.692816,4716.93363,9.888569412,14.3268202,10.38856941,13.8268202,10.9
12664,6332,3255.944854,4716.6934,9.88855403,14.3249593,10.38855403,13.8249593,10.9
12665,6332.5,3255.521873,4716.917006,9.886488728,14.32450729,10.38648873,13.82450729,10.9
12666,6333,3254.744811,4718.497728,9.883348549,14.32817637,10.38334855,13.82817637,10.9
12667,6333.5,3253.782154,4722.26506,9.879645336,14.33848419,10.37964534,13.83848419,10.9
12668,6334,3252.800383,4727.410482,9.875884674,14.35297443,10.37588467,13.85297443,10.9
12669,6334.5,3252.051587,4731.053049,9.872831887,14.3628999,10.37283189,13.8628999,10.9
12670,6335,3251.720967,4731.178574,9.871049017,14.36214733,10.37104902,13.86214733,10.9
12671,6335.5,3251.73481,4729.049235,9.870312009,14.35455047,10.37031201,13.85455047,10.9
12672,6336,3251.820833,4727.505914,9.869794194,14.34873347,10.36979419,13.84873347,10.9
12673,6336.5,3251.659173,4727.962823,9.868524765,14.34898792,10.36852477,13.84898792,10.9
